name,stateFull,stateAbbr,schoolId,agencyName,agencyId,county,address,city,zip,mailAddress,mailCity,mailZip,phone,type,charter,magnet,lat,lng,stateSchoolId,lowGrade,highGrade,level,enrollment,freeLunch,redLunch,totalFreeLunch,nativeAmerican,asian,hispanic,black,white,pacificIsland,multiRacial,ratio
CHESTER F. MILLER SCHOOL,Michigan,MI ,2.63E+11,SAGINAW CITY SCHOOL DISTRICT,2630390,SAGINAW COUNTY,2020 BROCKWAY ST,SAGINAW,48602,2020 BROCKWAY ST,SAGINAW,48602,9893994850,1-Regular school,2-No,1-Yes,43.42089,-83.991301,667,Kindergarten,5th Grade,1-Primary,274,195,10,205,1,2,59,109,103,0,0,19.57
CHESTERFIELD ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,L'ANSE CREUSE PUBLIC SCHOOLS,2621870,MACOMB COUNTY,25925 23 MILE RD,CHESTERFIELD,48051,25925 23 MILE RD,CHESTERFIELD,48051,5864935240,1-Regular school,2-No,2-No,42.67458,-82.848955,668,Kindergarten,5th Grade,1-Primary,417,237,20,257,3,2,75,74,240,0,23,21.53
CHESTNUT HILL SCHOOL,Michigan,MI ,2.62E+11,MIDLAND PUBLIC SCHOOLS,2623820,MIDLAND COUNTY,3900 CHESTNUT HILL DR,MIDLAND,48642,3900 CHESTNUT HILL DR,MIDLAND,48642,9899236634,1-Regular school,2-No,1-Yes,43.632413,-84.197043,669,Kindergarten,5th Grade,1-Primary,455,66,15,81,0,18,7,12,417,0,1,19.28
CHEYENNE ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CHIPPEWA VALLEY SCHOOLS,2609570,MACOMB COUNTY,47600 HEYDENREICH RD,MACOMB,48044,47600 HEYDENREICH RD,MACOMB,48044,5867235000,1-Regular school,2-No,1-Yes,42.647813,-82.916766,8627,Kindergarten,5th Grade,1-Primary,833,62,20,82,0,34,12,24,747,1,15,23.27
CHEYENNE MOUNTAIN CHARTER ACADEMY,Colorado,CO ,80294001326,CHEYENNE MOUNTAIN SCHOOL DISTRICT NO. 12 IN THE COUNTY OF E,802940,EL PASO COUNTY,1832 SOUTH WAHSATCH,COLORADO SPRINGS,80906,1832 SOUTH WAHSATCH,COLORADO SPRINGS,80906,7194711999,1-Regular school,1-Yes,2-No,38.80786,-104.81962,1582,Kindergarten,6th Grade,1-Primary,746,143,82,225,4,34,167,49,449,2,41,13.48
CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,Colorado,CO ,80294001391,CHEYENNE MOUNTAIN SCHOOL DISTRICT NO. 12 IN THE COUNTY OF E,802940,EL PASO COUNTY,5250 FARTHING DR,COLORADO SPRINGS,80906,5250 FARTHING DRIVE,COLORADO SPRINGS,80906,7195763080,1-Regular school,2-No,2-No,38.760502,-104.8236,1586,Kindergarten,6th Grade,1-Primary,338,6,5,11,0,16,20,2,284,0,16,17.11
CHEYENNE WELLS ELEMENTARY SCHOOL,Colorado,CO ,80000100214,CHEYENNE COUNTY SCHOOL DISTRICT NO. RE-5,800001,CHEYENNE COUNTY,395 NORTH 5TH WEST,CHEYENNE WELLS,80810,P O BOX 577,CHEYENNE WELLS,80810,7197675656,1-Regular school,2-No,2-No,38.824652,-102.352983,1608,Prekindergarten,5th Grade,1-Primary,110,20,12,32,0,0,23,0,86,0,1,11.9
CHICAGO STREET SCHOOL,Michigan,MI ,2.61E+11,BRONSON COMMUNITY SCHOOL DISTRICT,2606960,BRANCH COUNTY,501 EAST CHICAGO ST,BRONSON,49028,501 EAST CHICAGO ST,BRONSON,49028,5173693250,1-Regular school,2-No,2-No,41.873158,-85.189287,409,5th Grade,6th Grade,2-Middle,190,91,22,113,2,0,27,0,159,0,2,26.39
CHIKAMING ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,RIVER VALLEY SCHOOL DISTRICT,2629790,BERRIEN COUNTY,13742 THREE OAKS RD,SAWYER,49125,13742 THREE OAKS RD,SAWYER,49125,2694264204,1-Regular school,2-No,2-No,41.870272,-86.609596,670,Kindergarten,5th Grade,1-Primary,123,59,14,73,0,1,5,0,116,0,1,14.29
CHILDS ELEMENTARY,Michigan,MI ,2.62E+11,LINCOLN CONSOLIDATED SCHOOL DISTRICT,2621570,WASHTENAW COUNTY,7300 BEMIS RD,YPSILANTI,48197,8970 WHITTAKER RD,YPSILANTI,48197,7344847035,1-Regular school,2-No,1-Yes,42.172789,-83.62011,9148,Kindergarten,5th Grade,1-Primary,479,176,0,176,8,12,17,138,285,1,18,18.21
CHINOOK TRAIL ELEMENTARY SCHOOL,Colorado,CO ,80192006329,ACADEMY SCHOOL DISTRICT NO. 20 IN THE COUNTY OF EL PASO AN,801920,EL PASO COUNTY,11795 GRAND LAWN CIRCLE,COLORADO SPRINGS,80924,11795 GRAND LAWN CIRCLE,COLORADO SPRINGS,80924,7192345700,1-Regular school,2-No,2-No,38.9744,-104.7358,1615,Kindergarten,5th Grade,1-Primary,406,19,5,24,4,28,41,7,298,0,28,20.61
CHIPETA ELEMENTARY SCHOOL,Colorado,CO ,80306001435,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,803060,EL PASO COUNTY,2340 RAMSGATE TERRACE,COLORADO SPRINGS,80919,2340 RAMSGATE TERRACE,COLORADO SPRINGS,80919,7193285500,1-Regular school,2-No,2-No,38.906336,-104.870839,1613,Prekindergarten,5th Grade,1-Primary,468,49,12,61,4,33,49,4,352,0,26,17.14
CHIPETA ELEMENTARY SCHOOL,Colorado,CO ,80306001435,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,803060,EL PASO COUNTY,2340 RAMSGATE TERRACE,COLORADO SPRINGS,80919,2340 RAMSGATE TERRACE,COLORADO SPRINGS,80919,7193285500,1-Regular school,2-No,2-No,38.906336,-104.870839,1613,Prekindergarten,5th Grade,1-Primary,468,49,12,61,4,33,49,4,352,0,26,17.14
CHIPPEWA HILLS MIDDLE SCHOOL,Michigan,MI ,2.61E+11,CHIPPEWA HILLS SCHOOL DISTRICT,2609560,MECOSTA COUNTY,3102 ARTHUR RD,REMUS,49340,3102 ARTHUR RD,REMUS,49340,9899672300,1-Regular school,2-No,2-No,43.66117,-85.148755,343,5th Grade,6th Grade,2-Middle,319,180,24,204,17,0,3,11,283,2,3,23.81
CHORMANN ELEM SCHOOL,Michigan,MI ,2.63E+11,SOUTHGATE COMMUNITY SCHOOL DISTRICT,2632340,WAYNE COUNTY,15500 HOWARD ST,SOUTHGATE,48195,15500 HOWARD ST,SOUTHGATE,48195,7342464650,1-Regular school,2-No,2-No,42.195336,-83.184901,681,Kindergarten,5th Grade,1-Primary,309,98,25,123,0,0,18,19,259,0,13,17.17
CHRYSLER ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,DETROIT CITY SCHOOL DISTRICT,2612000,WAYNE COUNTY,1445 EAST LAFAYETTE ST,DETROIT,48207,1445 EAST LAFAYETTE ST,DETROIT,48207,3134948440,1-Regular school,2-No,2-No,42.337358,-83.034351,689,Kindergarten,5th Grade,1-Primary,172,82,13,95,1,0,3,168,0,0,0,21.5
CHURCHILL ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,MONA SHORES PUBLIC SCHOOL DISTRICT,2624120,MUSKEGON COUNTY,961 PORTER RD,MUSKEGON,49441,961 PORTER RD,MUSKEGON,49441,2317981276,1-Regular school,2-No,2-No,43.158227,-86.26867,692,Kindergarten,5th Grade,1-Primary,312,56,27,83,3,7,0,5,289,1,7,17.83
CI REGIONAL SPECIAL EDUCATION CLASSROOM,Michigan,MI ,2.63E+11,NORTH MUSKEGON PUBLIC SCHOOLS,2625800,MUSKEGON COUNTY,1600 MILLS AVE,NORTH MUSKEGON,49445,1600 MILLS AVE,NORTH MUSKEGON,49445,2317194102,2-Special education school,2-No,2-No,43.258767,-86.265903,596,Kindergarten,5th Grade,1-Primary,9,3,3,6,0,0,1,0,7,0,1,9
CIMARRON ELEMENTARY SCHOOL,Colorado,CO ,80291001297,CHERRY CREEK SCHOOL DISTRICT NO. 5 IN THE COUNTY OF ARAPAH,802910,ARAPAHOE COUNTY,17373 EAST LEHIGH PLACE,AURORA,80013,17373 EAST LEHIGH PL,AURORA,80013,7208868100,1-Regular school,2-No,2-No,39.64839,-104.784051,1614,Prekindergarten,5th Grade,1-Primary,549,198,64,262,2,25,124,97,257,4,40,16.65
CITY SCHOOL,Michigan,MI ,2.62E+11,GRAND BLANC COMMUNITY SCHOOLS,2616350,GENESEE COUNTY,11920 SOUTH SAGINAW ST,GRAND BLANC,48439,11920 SOUTH SAGINAW ST,GRAND BLANC,48439,8105916078,1-Regular school,2-No,2-No,42.923716,-83.625572,8963,1st Grade,5th Grade,1-Primary,116,2,1,3,0,11,3,1,96,1,4,27.88
CLARA B. BOLEN ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,TAWAS AREA SCHOOLS,2633510,IOSCO COUNTY,211 SOUTH PLANK RD,TAWAS CITY,48763,211 SOUTH PLANK RD,TAWAS CITY,48763,9899842200,1-Regular school,2-No,2-No,44.276318,-83.537421,5074,Kindergarten,4th Grade,1-Primary,430,220,29,249,1,4,5,5,408,1,6,17.67
CLARA E. METZ ELEMENTARY SCHOOL,Colorado,CO ,80723001232,WESTMINSTER SCHOOL DISTRICT NO. 50 IN THE COUNTY OF ADAMS,807230,ADAMS COUNTY,2341 SHERRELWOOD DR,DENVER,80221,2341 SHERRELWOOD DRIVE,DENVER,80221,3034281884,1-Regular school,2-No,2-No,39.843969,-105.014766,1622,Kindergarten,5th Grade,1-Primary,410,285,59,344,5,13,328,4,51,0,9,15.87
CLARE PRIMARY SCHOOL,Michigan,MI ,2.61E+11,CLARE PUBLIC SCHOOLS,2609750,CLARE COUNTY,205 EAST WHEATON AVE,CLARE,48617,201 EAST STATE ST,CLARE,48617,9893863438,1-Regular school,2-No,2-No,43.823268,-84.767341,696,Kindergarten,4th Grade,1-Primary,575,276,28,304,3,4,13,4,547,0,4,21.46
CLARE-GLADWIN AREA SCHOOL,Michigan,MI ,2.68E+11,CLARE-GLADWIN REGIONAL EDUCATION SERVICE DISTRICT,2680300,CLARE COUNTY,4041 EAST MANNSIDING RD,CLARE,48617,4041 EAST MANNSIDING RD,CLARE,48617,9893863682,2-Special education school,2-No,2-No,43.959454,-84.766728,777,Prekindergarten,Prekindergarten,1-Primary,65,37,8,45,0,0,0,4,61,0,0,6.5
CLARENCE RANDALL ELEM. SCHOOL,Michigan,MI ,2.63E+11,TAYLOR SCHOOL DISTRICT,2633540,WAYNE COUNTY,8699 ROBERT ST,TAYLOR,48180,8699 ROBERT ST,TAYLOR,48180,3132955809,1-Regular school,2-No,2-No,42.244954,-83.259744,698,Kindergarten,5th Grade,1-Primary,520,305,31,336,2,3,33,34,437,0,11,16.91
CLARKE SCHOOL,Michigan,MI ,2.63E+11,ST. JOSEPH PUBLIC SCHOOLS,2632850,BERRIEN COUNTY,515 EAST GLENLORD RD,SAINT JOSEPH,49085,515 EAST GLENLORD RD,SAINT JOSEPH,49085,2699263600,1-Regular school,2-No,2-No,42.043871,-86.442088,992,Kindergarten,5th Grade,1-Primary,442,49,12,61,3,19,14,20,384,0,2,21.88
CLARKSTON EARLY CHILDHOOD CENTER,Michigan,MI ,2.61E+11,CLARKSTON COMMUNITY SCHOOL DISTRICT,2609900,OAKLAND COUNTY,6397 CLARKSTON RD,CLARKSTON,48346,6397 CLARKSTON RD,CLARKSTON,48346,2486234350,2-Special education school,2-No,2-No,42.740228,-83.404788,3408,Kindergarten,Kindergarten,1-Primary,85,7,0,7,0,2,1,1,79,0,2,18.68
CLARKSTON ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CLARKSTON COMMUNITY SCHOOL DISTRICT,2609900,OAKLAND COUNTY,6589 WALDON RD,CLARKSTON,48346,6589 WALDON RD,CLARKSTON,48346,2486235100,1-Regular school,2-No,2-No,42.732767,-83.411979,704,Kindergarten,5th Grade,1-Primary,360,48,11,59,1,5,25,2,319,0,8,17.92
CLARKSVILLE SCHOOL,Michigan,MI ,2.62E+11,LAKEWOOD PUBLIC SCHOOLS,2620980,IONIA COUNTY,220 1ST ST,CLARKSVILLE,48815,P.O. BOX 110,CLARKSVILLE,48815,6166932175,1-Regular school,2-No,1-Yes,42.841068,-85.243909,707,Kindergarten,5th Grade,1-Primary,133,41,26,67,0,1,5,3,124,0,0,18.42
CLAYTON ELEMENTARY SCHOOL,Colorado,CO ,80378000489,ENGLEWOOD SCHOOL DISTRICT NO. 1 IN THE COUNTY OF ARAPAHOE,803780,ARAPAHOE COUNTY,4600 SOUTH FOX ST,ENGLEWOOD,80110,4600 SOUTH FOX STREET,ENGLEWOOD,80110,3037817831,1-Regular school,2-No,2-No,39.632228,-104.99489,1652,Kindergarten,5th Grade,1-Primary,458,279,41,320,0,0,184,20,242,0,12,17.19
CLAYTON H. SYMONS ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,MILAN AREA SCHOOLS,2623850,MONROE COUNTY,432 SOUTH PLATT RD,MILAN,48160,432 SOUTH PLATT RD,MILAN,48160,7344395300,1-Regular school,2-No,2-No,42.076219,-83.695625,9182,3rd Grade,5th Grade,1-Primary,547,177,28,205,7,1,32,44,460,2,1,18.23
CLEAR LAKE ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,OXFORD COMMUNITY SCHOOLS,2627240,OAKLAND COUNTY,2085 WEST DRAHNER RD,OXFORD,48371,2085 WEST DRAHNER RD,OXFORD,48371,2489695200,1-Regular school,2-No,2-No,42.808981,-83.299903,713,Kindergarten,5th Grade,1-Primary,542,84,11,95,0,8,13,5,499,3,14,22.06
CLEAR SKY ELEMENTARY,Colorado,CO ,80345006392,DOUGLAS COUNTY SCHOOL DISTRICT NO. RE 1,803450,DOUGLAS COUNTY,1470 CLEAR SKY WAY,CASTLE ROCK,80109,4665 TANGLEVINE DRIVE,CASTLE ROCK,80109,3033875852,1-Regular school,2-No,2-No,39.382431,-104.905322,265,Kindergarten,6th Grade,1-Primary,752,83,31,114,6,16,115,6,575,0,34,19.01
CLEMENTE ROBERTO ACADEMY,Michigan,MI ,2.61E+11,DETROIT CITY SCHOOL DISTRICT,2612000,WAYNE COUNTY,1551 BEARD ST,DETROIT,48209,1551 BEARD ST,DETROIT,48209,3138493489,1-Regular school,2-No,2-No,42.309473,-83.115135,238,Kindergarten,5th Grade,1-Primary,796,758,11,769,4,0,651,48,91,0,2,18.09
CLEVELAND ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,PORT HURON AREA SCHOOL DISTRICT,2628830,ST. CLAIR COUNTY,2801 VANNESS ST,PORT HURON,48060,2801 VANNESS ST,PORT HURON,48060,8109846500,1-Regular school,2-No,2-No,42.946097,-82.456546,719,Kindergarten,5th Grade,1-Primary,213,196,5,201,3,3,17,94,77,0,19,10.25
CLEVELAND ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,PORT HURON AREA SCHOOL DISTRICT,2628830,ST. CLAIR COUNTY,2801 VANNESS ST,PORT HURON,48060,2801 VANNESS ST,PORT HURON,48060,8109846500,1-Regular school,2-No,2-No,42.946097,-82.456546,719,Kindergarten,5th Grade,1-Primary,213,196,5,201,3,3,17,94,77,0,19,10.25
CLIFFORD E. BRYANT COMM. SCHOOL,Michigan,MI ,2.60E+11,ANN ARBOR PUBLIC SCHOOLS,2602820,WASHTENAW COUNTY,2150 SANTA ROSA DR,ANN ARBOR,48108,2150 SANTA ROSA DR,ANN ARBOR,48108,7349971212,1-Regular school,2-No,2-No,42.233066,-83.716339,6336,Kindergarten,2nd Grade,1-Primary,354,96,13,109,0,52,36,73,159,0,34,14.69
CLIFTON ELEMENTARY SCHOOL,Colorado,CO ,80435000602,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,804350,MESA COUNTY,3276 F RD,CLIFTON,81520,3276 F ROAD,CLIFTON,81520,9702544760,1-Regular school,2-No,2-No,39.091828,-108.446609,1686,Prekindergarten,5th Grade,1-Primary,442,282,45,327,2,1,131,2,291,0,15,13.86
CLIMAX-SCOTTS ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CLIMAX-SCOTTS COMMUNITY SCHOOLS,2610020,KALAMAZOO COUNTY,11250 QR AVE EAST,SCOTTS,49088,11250 QR AVE E,SCOTTS,49088,2694972100,1-Regular school,2-No,2-No,42.19415,-85.411073,3425,Kindergarten,5th Grade,1-Primary,211,67,23,90,0,0,9,1,200,0,1,19.45
CLINTON ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CLINTON COMMUNITY SCHOOLS,2610050,LENAWEE COUNTY,200 EAST FRANKLIN ST,CLINTON,49236,200 EAST FRANKLIN ST,CLINTON,49236,5174566504,1-Regular school,2-No,2-No,42.070333,-83.968114,724,Kindergarten,5th Grade,1-Primary,456,113,11,124,3,4,5,1,436,0,7,16.19
CLINTON VALLEY ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CHIPPEWA VALLEY SCHOOLS,2609570,MACOMB COUNTY,1260 MULBERRY ST,MOUNT CLEMENS,48043,1260 MULBERRY ST,MOUNT CLEMENS,48043,5867235200,1-Regular school,2-No,1-Yes,42.582768,-82.898172,728,Kindergarten,5th Grade,1-Primary,328,129,21,150,0,5,8,29,256,0,30,13.61
CLYDE MILLER K-8,Colorado,CO ,80234000057,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,802340,ADAMS COUNTY,1701 ESPANA ST,AURORA,80011,1701 ESPANA ST,AURORA,80011,3033647918,1-Regular school,2-No,2-No,39.743849,-104.759109,1720,Prekindergarten,6th Grade,1-Primary,404,227,44,271,3,6,244,56,78,1,16,19.33
COAL CREEK ELEMENTARY SCHOOL,Colorado,CO ,80249001376,BOULDER VALLEY SCHOOL DISTRICT NO. RE2,802490,BOULDER COUNTY,801 WEST TAMARISK ST,LOUISVILLE,80027,801 WEST TAMARISK STREET,LOUISVILLE,80027,7205614500,1-Regular school,2-No,2-No,39.982299,-105.157262,1725,Kindergarten,5th Grade,1-Primary,465,25,8,33,0,16,35,2,385,0,27,18.8
COBURN SCHOOL,Michigan,MI ,2.60E+11,BATTLE CREEK PUBLIC SCHOOLS,2600005,CALHOUN COUNTY,39 FAIRHOME AVE,BATTLE CREEK,49015,39 FAIRHOME AVE,BATTLE CREEK,49015,2699659730,1-Regular school,2-No,2-No,42.310648,-85.206189,738,Kindergarten,5th Grade,1-Primary,230,209,9,218,0,0,64,54,87,1,24,16.94
COIT ARTS ACADEMY,Michigan,MI ,2.62E+11,GRAND RAPIDS PUBLIC SCHOOLS,2616440,KENT COUNTY,617 COIT AVE NE,GRAND RAPIDS,49503,617 COIT AVE NE,GRAND RAPIDS,49503,6168192390,1-Regular school,2-No,2-No,42.973972,-85.66453,9061,Kindergarten,5th Grade,1-Primary,268,227,20,247,1,0,48,96,81,1,41,16.14
COLE ACADEMY,Michigan,MI ,2.60E+11,COLE ACADEMY,2600079,INGHAM COUNTY,1915 WEST MOUNT HOPE AVE,LANSING,48910,1915 WEST MOUNT HOPE AVE,LANSING,48910,5173720038,1-Regular school,1-Yes,2-No,42.712026,-84.577541,8211,Kindergarten,6th Grade,1-Primary,171,107,18,125,0,1,18,69,64,0,19,19
COLEMAN A. YOUNG ELEMENTARY,Michigan,MI ,2.61E+11,DETROIT CITY SCHOOL DISTRICT,2612000,WAYNE COUNTY,15771 HUBBELL ST,DETROIT,48227,15771 HUBBELL ST,DETROIT,48227,3138520725,1-Regular school,2-No,2-No,42.406388,-83.189112,3717,Kindergarten,5th Grade,1-Primary,643,506,5,511,0,0,0,640,2,0,1,18.91
COLEMAN ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,COLEMAN COMMUNITY SCHOOL DISTRICT,2610200,MIDLAND COUNTY,1010 EAST WASHINGTON,COLEMAN,48618,PO BOX 522,COLEMAN,48618,9894656179,1-Regular school,2-No,2-No,43.75467,-84.57521,745,Kindergarten,6th Grade,1-Primary,393,184,29,213,2,1,5,6,379,0,0,19.65
COLFAX ELEMENTARY SCHOOL,Colorado,CO ,80336000327,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,1526 TENNYSON ST,DENVER,80204,1526 TENNYSON STREET,DENVER,80204,7204248740,1-Regular school,2-No,2-No,39.740947,-105.044018,1774,Prekindergarten,5th Grade,1-Primary,373,349,10,359,8,3,319,20,17,1,5,16.23
COLLEGE VIEW ELEMENTARY SCHOOL,Colorado,CO ,80336000328,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,2675 SOUTH DECATUR ST,DENVER,80219,2675 SOUTH DECATUR STREET,DENVER,80219,7204248660,1-Regular school,2-No,2-No,39.668271,-105.022732,1788,Prekindergarten,5th Grade,1-Primary,443,391,39,430,9,46,339,23,19,5,2,16.42
COLLINS ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,HOUGHTON LAKE COMMUNITY SCHOOLS,2618600,ROSCOMMON COUNTY,4451 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,48629,4451 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,48629,9893662023,1-Regular school,2-No,2-No,44.347599,-84.675467,750,Kindergarten,3rd Grade,1-Primary,426,304,27,331,6,2,1,3,413,1,0,13.52
COLLINS ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,HOUGHTON LAKE COMMUNITY SCHOOLS,2618600,ROSCOMMON COUNTY,4451 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,48629,4451 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,48629,9893662023,1-Regular school,2-No,2-No,44.347599,-84.675467,750,Kindergarten,3rd Grade,1-Primary,426,304,27,331,6,2,1,3,413,1,0,13.52
COLOMA ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,COLOMA COMMUNITY SCHOOLS,2610380,BERRIEN COUNTY,262 WEST ST,COLOMA,49038,262 SOUTH WEST ST,COLOMA,49038,2694682420,1-Regular school,2-No,2-No,42.182787,-86.307997,752,2nd Grade,4th Grade,1-Primary,389,197,24,221,2,1,23,23,316,1,23,15.92
COLON ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,COLON COMMUNITY SCHOOL DISTRICT,2610410,ST. JOSEPH COUNTY,328 EAST STATE ST,COLON,49040,328 EAST STATE ST,COLON,49040,2694322121,1-Regular school,2-No,1-Yes,41.95807,-85.322177,755,Kindergarten,6th Grade,1-Primary,320,166,20,186,0,0,2,1,314,0,3,14.88
COLONEL DONALD MCMONAGLE ELEMENTARY SCHOOL,Michigan,MI ,2.64E+11,WESTWOOD HEIGHTS SCHOOLS,2635970,GENESEE COUNTY,3484 NORTH JENNINGS RD,FLINT,48504,3484 NORTH JENNINGS RD,FLINT,48504,8105915145,1-Regular school,2-No,1-Yes,43.059401,-83.753004,5928,Kindergarten,5th Grade,1-Primary,378,351,9,360,2,1,12,263,92,0,8,14.54
COLOROW ELEMENTARY SCHOOL,Colorado,CO ,80480000705,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,6317 SOUTH ESTES ST,LITTLETON,80123,6317 SOUTH ESTES STREET,LITTLETON,80123,3039825480,1-Regular school,2-No,2-No,39.601941,-105.095988,1790,Kindergarten,6th Grade,1-Primary,291,75,13,88,0,13,62,5,201,0,10,15.32
COLUMBIA ELEMENTARY SCHOOL,Colorado,CO ,80306000227,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,803060,EL PASO COUNTY,835 EAST ST VRAIN ST,COLORADO SPRINGS,80903,835 EAST ST VRAIN STREET,COLORADO SPRINGS,80903,7193282700,1-Regular school,2-No,2-No,38.840455,-104.808465,1798,Prekindergarten,5th Grade,1-Primary,283,143,39,182,4,3,83,19,140,0,34,16.36
COLUMBIAN ELEMENTARY SCHOOL,Colorado,CO ,80336000329,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,2925 WEST 40TH AVE,DENVER,80211,2925 WEST 40TH AVENUE,DENVER,80211,7204248580,1-Regular school,2-No,2-No,39.77212,-105.024314,1816,Prekindergarten,5th Grade,1-Primary,316,280,14,294,5,1,293,3,14,0,0,15.41
COLUMBIAN ELEMENTARY SCHOOL,Colorado,CO ,80336000329,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,2925 WEST 40TH AVE,DENVER,80211,2925 WEST 40TH AVENUE,DENVER,80211,7204248580,1-Regular school,2-No,2-No,39.77212,-105.024314,1816,Prekindergarten,5th Grade,1-Primary,316,280,14,294,5,1,293,3,14,0,0,15.41
COLUMBIAVILLE ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,LAKEVILLE COMMUNITY SCHOOLS,2620940,LAPEER COUNTY,4774 PINE ST,COLUMBIAVILLE,48421,11107 WASHBURN RD,OTISVILLE,48463,8105913430,1-Regular school,2-No,2-No,43.163172,-83.402999,759,3rd Grade,5th Grade,1-Primary,323,157,38,195,3,0,9,4,302,0,5,19.58
COLUMBINE ELEMENTARY SCHOOL,Colorado,CO ,80405000556,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,804050,MORGAN COUNTY,815 WEST ST,FORT MORGAN,80701,815 WEST STREET,FORT MORGAN,80701,9708677418,1-Regular school,2-No,2-No,40.257002,-103.810926,1850,1st Grade,4th Grade,1-Primary,313,192,32,224,2,0,187,4,115,2,3,14.56
COLUMBINE ELEMENTARY SCHOOL,Colorado,CO ,80405000556,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,804050,MORGAN COUNTY,815 WEST ST,FORT MORGAN,80701,815 WEST STREET,FORT MORGAN,80701,9708677418,1-Regular school,2-No,2-No,40.257002,-103.810926,1850,1st Grade,4th Grade,1-Primary,313,192,32,224,2,0,187,4,115,2,3,14.56
COLUMBINE ELEMENTARY SCHOOL,Colorado,CO ,80405000556,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,804050,MORGAN COUNTY,815 WEST ST,FORT MORGAN,80701,815 WEST STREET,FORT MORGAN,80701,9708677418,1-Regular school,2-No,2-No,40.257002,-103.810926,1850,1st Grade,4th Grade,1-Primary,313,192,32,224,2,0,187,4,115,2,3,14.56
COLUMBINE ELEMENTARY SCHOOL,Colorado,CO ,80405000556,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,804050,MORGAN COUNTY,815 WEST ST,FORT MORGAN,80701,815 WEST STREET,FORT MORGAN,80701,9708677418,1-Regular school,2-No,2-No,40.257002,-103.810926,1850,1st Grade,4th Grade,1-Primary,313,192,32,224,2,0,187,4,115,2,3,14.56
COLUMBINE ELEMENTARY SCHOOL,Colorado,CO ,80405000556,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,804050,MORGAN COUNTY,815 WEST ST,FORT MORGAN,80701,815 WEST STREET,FORT MORGAN,80701,9708677418,1-Regular school,2-No,2-No,40.257002,-103.810926,1850,1st Grade,4th Grade,1-Primary,313,192,32,224,2,0,187,4,115,2,3,14.56
COLUMBINE HILLS ELEMENTARY SCHOOL,Colorado,CO ,80480000706,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,6005 WEST CANYON AVE,LITTLETON,80128,6005 WEST CANYON AVENUE,LITTLETON,80128,3039825540,1-Regular school,2-No,2-No,39.575491,-105.061673,1861,Prekindergarten,6th Grade,1-Primary,433,117,21,138,3,7,70,6,329,1,17,25.46
